user_idx,subscription_type,cart_discount_price,order_shipping_price,order_total_price,paid_date
2b3e5c0b2127d8968ec07d2eb2fe902ce133fb0f4e76c3cf1a00fe617f831184,구독,0,3000,18000,2020-10-17
a88159ac98175c31126be7f66c01474a24dac1cd3c7015136a304696b8b4eb4e,구독,5100,3000,12900,2020-10-18
26826c70b3e7efed2429a0ca6b86b62026d92f63c45afa6a62dfdee08ff842a7,구독,5100,3000,12900,2020-10-16
fb5ab230b50e29f5e483bfa3843a31f7048e01c26cf0dfdcb24276f542c8c64e,구독,0,3000,18000,2020-10-23
5c05dd04af467dc797875714f4236be2b3779eeb65e984efb15e8351ab2ec2cc,구독,5100,3000,12900,2020-10-23
41a7f4d95d5d1cd37bf658057d9d735a433059938154f467ec2a19ecf2d1a4c7,구독,0,3000,18000,2020-10-22
4d953c1541b6daf4d29a1a37fe3e651b67bf17e663e2571b3d5be07bdd5c2900,구독,15000,0,0,2020-09-12
d0f37fdbcf99fff639a21ba248d53b6b066c473396b78176708aa1324d2c6b31,구독,0,3000,18000,2020-10-22
1a2c7f55371831fcf1c146eff5ede86b4176e1e2bbe9c9a6c76a8b2a5f109b9b,구독,5100,3000,12900,2020-10-23
4e66d9de9c66c13374da25f37751343eb37bcc33fd17766fc0bf2682c5130e59,구독,5100,3000,12900,2020-10-22
19497e624c22510239dd66d991438912e0565164b979f88fe0c24c4912677fa4,구독,0,3000,18000,2020-10-24
6fa5a1bf202058be67336b605442774f8d569edbfea8058c994667d8c4b4e862,구독,0,3000,18000,2020-10-22
d82b8b35ca68b374487840440dbd9aa2eefa4570a089b63e89f990c308c88928,구독,5100,3000,12900,2020-10-26
cbaf95803dcc67e4558cbb599e766435e8506a4515c5d5bdb2be517c873af187,구독,5100,3000,12900,2020-10-25
c1692a609f46159d2dd8e706e82ac05bdca6f355bc07727923540ff13cb2f48b,구독,5100,3000,12900,2020-10-24
594fac02fbe4990276cd8dc8f3d6615a426fc1af02dde9e3eabd8b3a1a613722,구독,0,3000,18000,2020-10-22
c93d6300492c3351de3d00fc45af07536c7582acb518512d843867667e077915,구독,5100,3000,12900,2020-10-24
1522bf9eeb4fbdaf4a779fbb7e0a9e55a323473d7aff105af44a292ffb6bf1d4,구독,0,3000,18000,2020-10-31
86e6c07ba61a955c7f505734df0707d632fbffc8e0c4d46248ec24051e31bccb,구독,0,3000,21000,2020-10-18
6761780c51a4fbdc2ffa04e4b3389ca07087a6dfd1460e07ab776a651c313900,구독,5100,3000,12900,2020-10-21
0bb8b0f3bdecc5e08139c6453e8e76434efa0b4408ae16635c10571c6d2e6e8f,구독,0,3000,18000,2020-10-07
eea23db927a1f5009ee23df94c200347bbfdff4bb515a73e25688e6d42989b0b,구독,5100,3000,12900,2020-10-05
65d601c01436446d4dcd42d4fbf254b80eb1fded135035fd536483e63e474f31,구독,0,3000,18000,2020-10-05
9c0a8450fa3117851d72547f836fcaeb7b34683a26e96dcfaede28100b888f66,구독,0,3000,18000,2020-10-08
69a86ec979fedc9ce9c577330194fc45c6dc4c12eace3747d21a00ba50d1443d,구독,5100,3000,12900,2020-10-08
a79255760697fd1ed75caef5292091ad973e8b42730579fb76ec3eef020d466b,구독,0,3000,18000,2020-09-25
7c7b077d39d2c03c344ef18218aa4396273c4f9bbb7d0fef422ff0f961e7ee23,구독,5100,3000,12900,2020-10-07
e9c70228f0b67a0d279b9d4457cd65443e114bbb5cc296b33e6f64b5e918ea61,구독,0,3000,18000,2020-10-13
7bdba0f6e72d77fc98b65f3fa75e0ba1df62bc1a750f09d3611827a7b16c4377,구독,5100,3000,12900,2020-10-20
67eb9757ecca589e9bd711e13459bcc5d3929d4565ec1aa601277163fabc8f55,구독,0,3000,18000,2020-10-17
f5383b2b4e115d4a4a606e5fdab42b1bdf94da9cb2256703aee9fc17589c92cb,구독,5100,3000,12900,2020-10-07
a68417636f54db35b26fa9c5dd1f7e23f3e0f447042a39f2c59504c709c147b4,구독,0,3000,18000,2020-09-26
9721681b49cdb9215616402e5df20410d3b285897e6f066bdf92c3c546385496,구독,5100,3000,12900,2020-09-20
b9843f67ca4ced176e8d966555c0ca91669397066b9b697f43e87f0ce7c49349,구독,0,3000,18000,2020-09-24
1e12d638df4338cacf92ee55b4a20eb5a2ebafc6b9811a9d6b1eb14c7bdb7ad7,구독,5100,3000,12900,2020-09-21
f0777fe399e6c1579655a687a581bf70e84502dfa9794b247d7f10fde77f7eec,구독,5100,3000,12900,2020-09-25
f9e2151ecd36be734dfecbaf617a29a459420624d9998c58787cc28efac6d7da,구독,0,3000,18000,2020-10-12
4db4b2d3e07328faed91db41321eaf6c8cd65ffadcfc8d7b153faefbdd8df9fc,구독,0,3000,18000,2020-09-27
3c247f98f273973830286294a8c82e891394e40ecb01b046f6e4cd344959ad5d,구독,0,3000,18000,2020-10-12
0a286f6c4d9bd8e166602eb88d6ec422f8b5a5cc44ab59dff09c89e34e290e4b,구독,0,3000,18000,2020-10-12
