user_idx,size,created_date
36d1eb53fe3fc654d337d6b12bff0a48b8e78a61b50f61a794c3a92c32e127e5,75C,2020-10-20T05:05:05.000+09:00
3720f8fca97ef411e6f5dd55b17f2c5228de13f1be25061955195da06b1b5848,80B,2019-12-18T19:12:14.000+09:00
3733738d365820554b5a483034b0e92537e01b5f4d105a34980cecc996e9adf7,75C,2020-02-01T22:38:28.000+09:00
375927942d8a9b680d7d84f2c2b9a7d1d2160c864cd421983f3e3c027d6c3b63,75A,2020-10-20T05:05:05.000+09:00
3980a0ec3ff87e197b1249af3cbe9f0607951930bd81838d40cb7c2e7fc65fe8,75B,2020-05-24T11:08:25.000+09:00
39c7ed7ecf895f6158ed7f07ad89bcd31e3a47ab89cfd78b29f1a13c78cd22b4,80A,2020-03-17T13:19:37.000+09:00
3aae829e7b43cfd9e89ed4b10f2f86a3e3ed0d805be97f15c49334fa970e7ab0,85A,2020-09-19T08:34:58.000+09:00
3ade983edf582fe0f94418d7df9aa6cd8a066dbc67498f47916e8cd87d4336d7,85A,2020-05-08T11:24:10.000+09:00
3c545ff67cda0d86eb30ee24218db30ec5fcab6de78afcda60f0cc40353b33c1,80B,2020-11-17T20:38:17.000+09:00
3c889a72cb9b0a3f318ba9aabb256e18b5a2c909cfc0f2e3ff291e03c98769e9,75B,2020-07-08T09:41:58.000+09:00
3cb246684d58aadd8e255f9f23c585b1c8e942e9e5851a8e635d4efb771ad1cf,70B,2020-10-28T17:54:00.000+09:00
3d3e419182125406ebd839ebf732c2b9306e93e5cd1dae59e3eb9185b54d2cb5,70A,2020-10-29T22:34:45.000+09:00
3f687a2d4f107f368f76b691e2fb8acf90a3943ac0442e9c25c52cb4b2ad0c5f,75A,2020-10-21T05:11:29.000+09:00
3f68923e839a2e3dc1c02fa054ddde42727f20af72617135bccabe6340d5d98e,70B,2020-03-01T21:07:29.000+09:00
3ff690477944a5106385aa31361963447c822aaef3bc215f29cd86ff16a61841,75B,2019-12-03T16:43:01.000+09:00
40e8af6376f4136af21e18d923e54999e69f12cfca77e6e125e7b098e8dfc435,75A,2019-09-13T14:01:51.000+09:00
41426102fe318ae3c2fdc2cc397273d005be3b635811cb7d6a64ffec680527bf,75C,2020-10-20T05:05:04.000+09:00
416ea7a27c21707cdf08cd8cf12f6a936daa98755325cc7214624ce285187b94,80C,2020-09-21T13:33:22.000+09:00
41e08a38e39a1bed6b6ba95c74ae5b30881bab4f53b5bc07be6899acc4395103,75B,2020-05-14T09:33:16.000+09:00
41f8efb31074e9319fd923dc6aa0007f7cc4fe989fec5308ae6a20ade64d273e,80B,2020-09-22T20:17:26.000+09:00
426fba34c94c0b30bd41151513c4a72427dd728063ba47fac5a9cd735190f776,65B,2020-04-10T22:21:15.000+09:00
42973bcff1ff328bd68999a17cce41b698c53b7f71b07646fa477d79fe29daac,70C,2020-09-28T21:25:42.000+09:00
432e9e7a70a2f8c5e222bccaccd900b4566c6d755c2392318d711b500e9a3b6a,70B,2020-03-25T18:50:17.000+09:00
4331f8f8de338d736c0b651f724cb5af48a809a3bf2fb78cb6645641464ab3e7,80A,2020-10-20T05:05:04.000+09:00
433ad5436e626eb353bdc89c39a043f6684054cafcd66c021981eb4d8fe6ae64,80A,2019-09-08T10:37:01.000+09:00
436654e1516cc86b717be062333fb2f0116b87e32b52894a04d55e53bc9a8b17,70A,2020-10-27T23:22:10.000+09:00
44ef80061c3d91be66e8b6b5cc5514b939c91dddb98b4b180f3ea6bc25146e7c,75A,2020-09-19T13:59:36.000+09:00
451a606d42b0738d618e3e9adb007ce84bb74ecb793bdd738c628fd03654c66d,75A,2020-04-08T22:00:56.000+09:00
4537aa44e293dab03722658b5c8fa72c405f40f69fb1ef7a5c05eb63c3738c80,75A,2020-10-20T05:05:05.000+09:00
4568a303a025d8df3a427bc6cd06c322d543962f58e51de7311aa77e267da291,75A,2020-10-20T05:05:04.000+09:00
45793b6640d8825ae189523c6485f4cea7b4c47da5270ce2d03d579024037d3e,70B,2020-09-20T18:09:11.000+09:00
4615a82e69936c1d53970f361b9d48fbc966d9983a0d76888394735d3992ba1f,70A,2020-04-01T14:24:18.000+09:00
46d11bec85311fef0a5ead30fca2e051f7a0ded4d51937905f0b1b182130a5e7,80B,2020-11-24T17:38:52.000+09:00
475e5c8653085c668b509f81408842dfdb1dc766512815a941e0e638f1c374e5,75B,2020-10-20T05:05:06.000+09:00
47b7f59f93f01e06740b73c4a0105fbbcb36d234cb74eae44f62fd727e45da3e,75A,2020-05-04T22:35:51.000+09:00
47e347e7953af1497d8dde13c681b1531ace2bfee8e607ec0495af8293948853,70A,2020-01-24T23:50:51.000+09:00
48d5b2170c6fc863f195e63ab936ac6dc227147dfba3f0c31eecabfce637a77f,75A,2020-04-01T10:30:40.000+09:00
49235b9003ce847626e5bd75ab3dce446583c96945d34f70ebed8dc8e5d0e05b,80A,2020-11-17T00:34:53.000+09:00
49cda1d5bfcbb01bfaac587a3dfd53e968bcce69a9c9aedc7abd0d67dde466d4,75B,2019-12-12T23:54:46.000+09:00
4a093c0033f2b1956d133ef06f8cbd1568c97027706b33f3db118385d5249536,75B,2020-11-05T20:29:52.000+09:00
4a1b7aa0e08344a5cd42150fa0df52a70e0d2e76a08eb11f40aa6ac7fdda6b20,75B,2020-11-06T14:01:15.000+09:00
4a3c308e5f0a36b995e972a2ad17388f63605dfdc49e4f3a65672ba47e5873b6,70B,2020-04-17T12:09:55.000+09:00
4ae10945830a655cc4d5272a8418cb7cb2754bcfc85ae466aa96480100ede1dd,70E,2020-06-07T06:12:23.000+09:00
4b3ad157a6e8b7b0b9e4fc5c492db1e901b21126e9a09656449801adc8e93761,85B,2020-03-25T19:39:34.000+09:00
4b3ae2cd1deab839ed6d8ad14b08d5fa6de5adc80834715091ee0437f4a14246,70B,2020-11-03T21:05:58.000+09:00
4b8906caf083a75fee2171495b200fbd46376f0c6be2e05a853f1afb90c4d425,70C,2020-11-01T11:53:05.000+09:00
4b8f2b0868727f02f750d1cae352889498c3792a3a97910ffecde309d0817f5c,65C,2019-10-23T20:12:14.000+09:00
4bac0744383adc2da4bccb156a438730c9237707da3239cd37ce400a4c56b303,75A,2020-09-15T10:21:08.000+09:00
4bda95ca421549c647fe8732c6678ced73482c2534acb4bd87b0dd6c669e2ad0,80B,2020-06-14T18:48:15.000+09:00
4cac471165eed843824e4444ace8c493e86baac8fff3f5193963187643c4131b,75A,2020-10-20T05:05:05.000+09:00
4e257f1ecb9e3e048ce40285d7b42759a32ebb82137d4f5bd21beeba11037c2a,80B,2020-10-20T05:05:04.000+09:00
4e3e7ca356fbc2d83512838a656e9752ed2c005f68aa0fa9d9da41d7ec0da692,75A,2020-10-20T05:05:06.000+09:00
4e4008e1f9bd36486831196de9c662b2355b1e5003267130add9c055f540b37c,85A,2020-06-24T15:05:45.000+09:00
4e4bfe888402e08fa8b7c767ffa3b25133f3ac07369daa86a76e6eea69ee6b1a,70A,2020-05-27T20:21:15.000+09:00
4f25ec709a588babd782f5b0edd972d429bad8234d4148bdddd934541b1587af,85B,2020-10-22T20:17:43.000+09:00
4f57cbf107fac39af54aeb196056929769c5615ffbf7343586f385d40d99ea77,70B,2020-02-09T01:23:37.000+09:00
5020712aec16990579358de574abc3f37e0068d19bb5e49a84b1598e7edba7ac,85A,2019-07-28T21:32:36.000+09:00
50445c24fd5bcc345ed36a36dc159373b47b5a8ed9aeacc2b60fed609ccb8383,70C,2020-07-04T18:56:01.000+09:00
5108c1f316e1f8d2453aa83d7489413227273c166da5053624c99ffe3b074641,75C,2019-12-31T10:11:35.000+09:00
512655cf27f099f0908d4e3902f043e6e42f6588e539449c421b2d3c56e71eb9,75C,2020-10-20T05:05:06.000+09:00
5135b1370517368dc4199393a100005550168107c955edb9b17fa83cc677f432,75A,2020-10-21T05:11:29.000+09:00
518e8edab2d9b9d59a910f9af012968f07a1c206dc9b734a5662541ecbe7ea3a,80A,2020-10-20T05:05:06.000+09:00
52ef940f21c2293b2795d1e5a713e0cc015400a69dbb72374c22c39d0b661717,75A,2020-11-15T10:10:28.000+09:00
53414f204d05f4ef8857e9836c5f822d1c4a3db266800abdc3a0cd5641246a03,75A,2020-02-12T17:30:44.000+09:00
53bc5cd69d33f02a7b94c10ce7be99f3cedf946e1c2c455539cfa23636ea363f,75A,2020-09-16T22:05:02.000+09:00
543949cd6b7f64d11b7f1a523fb6fecb8c805ca0680574e5939a0019cefc0d40,70A,2020-05-18T20:29:40.000+09:00
548faf0dfbbdfce0735815d0d316ab14f020701baee03a0b473dbd6bddd62b96,75A,2020-05-10T23:16:16.000+09:00
555bbce1fc1d35f932bf0c67e7e2079a1c6f2dd323fb48794728194bab763ee6,70C,2020-04-21T11:21:30.000+09:00
55cd33d4bfdf4047bbf810381ffca7464e7416d4e313682cb06c60a380044512,80A,2020-01-31T01:12:27.000+09:00
560ece0a5553d5554840813f82cd8b76975f8d48429f7e0c3dadc3cf00978e87,75A,2020-10-20T05:05:07.000+09:00
578b65869c9f512d50631af90cead5870a8c59ada71f643a038d8f8ef2218e5c,75C,2020-04-01T01:26:52.000+09:00
57faf5e77cbd345466290bf37e5fea12efabe7f00688d26fa78c997c66cada21,65A,2019-10-24T07:25:27.000+09:00
5906c1335ef86647c7859401ba5a94a6ea654eb78c873937268e269126f5cb33,70D,2019-09-11T18:29:52.000+09:00
592d7d4047bc8222d9e1352c31060f3e7596450d3b64aabfea2c6a5c66e88b5b,70B,2020-04-28T17:59:16.000+09:00
593ccfe4492e95243ecdbe8e9a4a64535cfa4516ceb0d2303e53e28b3dc53195,75B,2019-10-02T14:44:07.000+09:00
594fac02fbe4990276cd8dc8f3d6615a426fc1af02dde9e3eabd8b3a1a613722,70C,2020-04-22T13:37:51.000+09:00
5a6fa9cac29903dd451bde646800f95b68fab14f9656b23961fa7428807be2f4,70B,2020-10-20T05:05:05.000+09:00
5bbd17f8c6211b5fbfd5ea8962ce6ff94d139a868635b027866f86488029768c,80C,2020-11-18T21:54:18.000+09:00
5d342b9301bb9dc076ad61d7d64e3d64db9e6033f2d4e5ca810bf51877d87508,75C,2020-06-11T22:55:13.000+09:00
5da5f6d5ca702aca38a02677debe17881b7331705598ea4887597004e56d592b,80C,2020-11-25T22:42:11.000+09:00
5deae51cdd9f5a582ff741e772820d79e3fea1d0c52ecf8155ced086a877d12d,75B,2020-06-02T18:31:31.000+09:00
5e5426f816ad9fd011b245a287db69509ad899aa52bc3be92c98f5a9f1335f66,80B,2020-03-21T14:27:11.000+09:00
5ea7d2de9a529dbb008af16a0db9794e9d2094c0bd4c8a6b85dcb51c1bb98213,70B,2020-10-20T05:05:06.000+09:00
